gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
1,0,0,1,0.183098592,1,1,1,0,0,1,0,0,1,0.674129353,0.132154396,0,1,0,1,0,0,0,0,0,1,0
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0.071144279,0.195257327,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,0.633802817,1,1,1,0,0,0,1,0,1,0.705472637,0.487739441,0,1,0,1,0,0,0,1,0,0,0
1,0,1,0,0.985915493,0,0,0,1,1,1,1,1,0,0.39800995,0.47624048,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0.436619718,1,1,0,0,0,0,0,1,1,0.670646766,0.305273483,0,1,0,1,0,0,1,0,0,0,0
1,0,0,0,0.352112676,0,0,0,0,1,0,1,1,1,0.319402985,0.145245788,1,0,0,1,0,0,0,1,0,0,0
0,1,1,0,0.943661972,1,1,0,0,1,0,0,0,1,0.617910448,0.642799446,0,1,0,1,0,0,0,1,0,0,0
0,0,1,1,0.014084507,1,0,0,0,0,0,0,0,0,0.019402985,0.001840526,0,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0.845070423,1,0,0,0,0,0,0,0,0,0.022885572,0.148528733,0,0,1,0,0,1,0,1,0,0,0
1,0,1,1,0.042253521,1,1,0,0,0,0,0,1,1,0.673631841,0.041830141,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.028169014,1,0,0,0,0,0,0,0,1,0.269651741,0.014158781,1,0,0,1,0,0,0,0,1,0,1
0,1,1,0,0.450704225,1,1,0,0,0,0,1,1,1,0.758706468,0.356190861,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0,0.112676056,1,0,0,0,0,0,0,0,1,0.029850746,0.021434341,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,0.295774648,1,1,0,0,0,0,0,0,0,0.07960199,0.067747519,0,0,1,0,0,1,0,0,0,1,0
1,0,1,1,0.056338028,1,0,0,0,0,0,1,0,1,0.622885572,0.038922225,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0,0.408450704,1,1,1,1,1,0,0,0,0,0.730845771,0.316103162,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0,0.901408451,1,1,0,1,1,1,0,1,1,0.556716418,0.552371336,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0.61971831,1,1,0,0,1,1,0,0,1,0.686567164,0.452677129,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.056338028,1,0,0,0,0,0,0,0,0,0.020895522,0.008533349,0,0,1,1,0,0,0,0,0,1,0
0,0,1,1,0.338028169,1,0,0,1,0,0,0,0,1,0.569651741,0.2171994,0,1,0,1,0,0,0,0,1,0,0
1,0,1,1,1,1,1,1,0,0,0,0,0,0,0.604975124,0.659116086,0,1,0,0,0,1,1,0,0,0,0
1,0,1,0,0.366197183,1,1,0,0,1,0,0,1,0,0.715422886,0.27747519,0,1,0,1,0,0,1,0,0,0,0
0,0,1,1,0.436619718,0,0,0,0,1,0,1,1,0,0.321890547,0.188627971,1,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0.408450704,1,1,0,1,1,1,1,1,0,0.917412935,0.381750519,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0.971830986,1,0,1,1,1,1,0,1,0,0.823383085,0.815451189,0,1,0,0,0,1,0,1,0,0,0
0,1,0,0,0.577464789,1,1,0,1,0,0,0,0,1,0.607960199,0.383717978,0,1,0,1,0,0,1,0,0,0,0
1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.712437811,0.770661205,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0.647887324,1,1,1,0,1,1,0,0,1,0.465174129,0.330152319,1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0.014084507,1,0,1,0,1,0,0,0,1,0.618905473,0.01365105,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,0.126760563,1,1,1,0,0,0,1,1,0,0.799004975,0.114210709,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,0.845070423,1,1,0,0,0,0,0,0,1,0.058208955,0.176875144,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.056338028,1,0,0,0,0,0,0,0,1,0.256716418,0.021157397,1,0,0,1,0,0,0,1,0,0,0
1,1,1,0,1,1,1,0,1,1,1,1,1,1,0.920895522,0.907390953,0,1,0,0,0,1,0,1,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962189055,0.943641819,0,1,0,0,0,1,1,0,0,0,0
1,1,0,0,0.028169014,1,0,0,0,1,0,0,0,0,0.565174129,0.021243942,0,1,0,1,0,0,0,0,0,1,0
0,0,1,0,0.661971831,1,0,0,0,0,0,0,0,0,0.009950249,0.096503577,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.873239437,1,0,0,0,1,1,1,0,1,0.714427861,0.669074544,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,0.366197183,1,0,1,1,0,0,0,0,1,0.382587065,0.188570275,1,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0.971830986,1,0,1,1,1,0,1,1,1,0.615920398,0.644051465,1,0,0,0,0,1,0,1,0,0,0
0,0,1,1,0.084507042,1,0,1,0,1,1,0,1,1,0.528358209,0.057344796,1,0,0,1,0,0,0,1,0,0,0
1,0,1,0,0.014084507,1,0,1,1,0,0,1,0,0,0.717412935,0.019813063,0,1,0,1,0,0,0,0,1,0,0
0,1,0,0,0.267605634,1,1,0,0,1,0,1,1,1,0.799004975,0.210477729,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.915492958,1,0,0,0,0,0,0,0,0,0.014427861,0.142510962,0,0,1,0,0,1,1,0,0,0,0
1,0,0,0,0.028169014,1,0,0,0,0,0,0,0,0,0.015920398,0.00443111,0,0,1,1,0,0,0,0,0,1,0
1,0,0,1,0.197183099,1,0,0,1,0,0,0,1,1,0.673134328,0.14432841,0,1,0,1,0,0,1,0,0,0,1
1,0,1,1,1,1,1,1,1,0,1,0,0,1,0.717412935,0.755204246,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.025373134,0.000230787,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,0.295774648,1,0,0,0,0,0,1,1,0,0.706467662,0.217984076,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0.028169014,1,0,0,0,0,0,0,0,1,0.517910448,0.021930533,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,1,1,1,1,0,1,1,0,0,0,0.48358209,0.546965151,1,0,0,0,0,1,1,0,0,0,0
0,0,1,1,0.901408451,1,0,0,0,0,0,0,0,0,0.01641791,0.14698823,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.14084507,0,0,0,0,0,0,1,0,1,0.174626866,0.039735749,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.295774648,1,1,0,1,0,0,0,0,1,0.602985075,0.182489038,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,0.183098592,1,0,0,0,0,0,0,0,0,0.021393035,0.029644588,0,0,1,0,1,0,1,0,0,0,0
0,0,0,0,0.563380282,1,0,0,0,0,1,0,0,1,0.55721393,0.354292638,0,1,0,1,0,0,0,0,1,0,0
0,0,1,0,0.225352113,1,0,1,1,0,0,0,1,0,0.46318408,0.133487191,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0.14084507,1,0,0,0,0,0,0,0,1,0.021890547,0.025213478,0,0,1,1,0,0,0,1,0,0,0
0,0,0,0,0.197183099,1,1,0,0,0,0,1,1,1,0.747263682,0.16453381,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.01641791,0.000126933,0,0,1,1,0,0,0,0,0,1,1
1,0,1,0,0.056338028,1,0,1,0,1,0,0,1,1,0.702985075,0.050236557,0,1,0,1,0,0,0,0,0,1,1
0,0,1,0,0.450704225,1,0,0,0,1,0,1,1,1,0.771641791,0.348251789,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,1,1,1,1,1,1,0,1,1,1,0.919402985,0.92855412,0,1,0,0,0,1,0,1,0,0,0
1,0,1,1,0.028169014,0,0,0,1,0,0,0,1,0,0.219402985,0.0085045,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.014084507,1,1,0,1,0,0,0,0,1,0.634328358,0.019138011,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0.816901408,1,1,1,1,1,1,0,1,1,0.883084577,0.707765982,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0.014084507,1,0,0,0,0,0,0,0,0,0.269651741,0.00815832,1,0,0,1,0,0,0,0,1,0,1
0,0,1,1,0.985915493,1,0,0,1,0,1,1,1,1,0.548258706,0.592626356,1,0,0,0,0,1,0,1,0,0,0
1,0,1,1,0.056338028,1,0,0,0,0,0,0,0,0,0.264179104,0.023269098,1,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0.366197183,1,0,1,1,0,0,0,0,1,0.36318408,0.172109393,1,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.337810945,0.003854143,1,0,0,1,0,0,0,0,1,0,1
0,0,0,1,0.873239437,0,0,1,1,0,1,0,0,1,0.22238806,0.296578583,1,0,0,0,1,0,1,0,0,0,0
1,1,0,0,0.633802817,1,1,1,1,1,0,1,1,1,0.912935323,0.560350796,0,1,0,0,1,0,0,0,1,0,1
0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.368656716,0.457512116,1,0,0,0,0,1,1,0,0,0,0
1,0,1,0,0.464788732,1,1,1,0,0,1,0,0,1,0.423880597,0.229033003,1,0,0,1,0,0,1,0,0,0,0
1,0,1,1,0.323943662,1,1,1,1,0,0,1,1,0,0.598507463,0.209277637,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0,1,1,1,1,1,1,1,0,0,0,0.511442786,0.564210709,1,0,0,0,0,1,1,0,0,0,0
1,0,1,1,0.830985915,0,0,1,0,1,1,1,1,0,0.413930348,0.412116317,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0.943661972,1,1,1,1,1,0,0,1,1,0.58358209,0.577452112,1,0,0,0,1,0,0,1,0,0,0
1,0,1,1,0.098591549,1,0,0,0,0,0,0,0,1,0.015920398,0.014747288,0,0,1,0,0,1,0,0,0,1,0
1,0,0,1,0.464788732,1,0,1,0,1,1,1,0,0,0.491542289,0.267770598,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0.070422535,0,0,0,0,0,0,1,1,0,0.266169154,0.032298638,1,0,0,1,0,0,0,1,0,0,0
0,0,1,0,0.014084507,1,0,0,1,0,1,0,1,1,0.45721393,0.014406877,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.422535211,1,1,0,0,0,1,0,0,0,0.631343284,0.291928225,0,1,0,0,1,0,0,1,0,0,0
1,0,1,1,0.267605634,1,1,0,0,0,0,0,0,1,0.072636816,0.05638126,0,0,1,1,0,0,1,0,0,0,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.017412935,0.000138472,0,0,1,1,0,0,0,0,1,0,0
0,0,0,0,0.85915493,1,1,0,0,1,0,1,1,1,0.781094527,0.704661897,0,1,0,0,1,0,0,0,1,0,1
1,1,1,0,0.971830986,1,1,0,0,0,0,0,0,1,0.571144279,0.622270944,0,1,0,0,0,1,0,1,0,0,0
1,0,0,0,0.126760563,1,1,0,0,0,1,1,1,1,0.798507463,0.119945765,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1,0.535211268,1,1,0,0,0,0,0,0,1,0.055223881,0.10212324,0,0,1,0,0,1,0,0,0,1,0
1,0,1,0,0.633802817,1,0,0,1,0,1,1,0,1,0.45721393,0.345107316,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0.070422535,1,0,0,1,0,0,1,0,1,0.667661692,0.054309947,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,1,1,1,0,0,1,0,1,1,1,0.582587065,0.628854143,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0.23943662,1,0,0,0,1,1,0,0,0,0.367661692,0.119928456,1,0,0,1,0,0,0,1,0,0,0
0,0,1,0,0.985915493,1,1,1,0,1,1,1,1,1,0.898507463,0.876667436,0,1,0,0,0,1,0,1,0,0,0
0,0,1,0,0.549295775,1,1,0,1,0,0,1,1,1,0.826368159,0.472455574,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.510447761,0.00585622,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.802816901,1,1,0,1,1,0,1,1,1,0.845771144,0.692228248,0,1,0,0,1,0,1,0,0,0,1
0,0,0,0,0.971830986,1,1,1,0,0,1,1,1,1,0.853233831,0.834450727,0,1,0,0,0,1,0,1,0,0,1
1,0,1,0,0.577464789,1,1,0,0,0,0,0,0,0,0.069651741,0.12570967,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,0.464788732,0,0,1,0,0,0,0,0,0,0.120895522,0.106144703,1,0,0,0,1,0,1,0,0,0,0
0,1,0,0,0.056338028,1,0,0,0,0,0,0,0,0,0.017910448,0.0086949,0,0,1,1,0,0,1,0,0,0,0
1,0,0,0,0.338028169,1,1,0,0,0,0,1,0,1,0.660199005,0.238777983,0,1,0,1,0,0,0,0,0,1,0
1,0,0,0,0.014084507,1,0,0,0,1,0,0,1,1,0.676119403,0.018451419,0,1,0,1,0,0,0,0,0,1,1
1,0,1,1,0.76056338,1,0,0,1,1,1,1,1,1,0.850248756,0.650582737,0,1,0,0,1,0,1,0,0,0,0
0,0,1,0,0.281690141,1,1,0,1,1,1,1,1,1,0.924875622,0.265208862,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0.971830986,1,1,1,1,0,1,0,0,1,0.694029851,0.688627971,0,1,0,0,0,1,0,1,0,0,0
1,0,1,0,0.845070423,1,1,0,0,1,1,1,1,1,0.876616915,0.776892453,0,1,0,1,0,0,0,0,1,0,0
0,0,1,1,0.591549296,1,0,1,0,1,1,1,1,1,0.605970149,0.40939303,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0.647887324,1,1,0,1,1,0,1,1,1,0.844278607,0.562024002,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,0.056338028,1,0,0,0,1,1,1,0,1,0.454726368,0.034537272,1,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0.85915493,1,1,0,0,0,0,0,0,1,0.075124378,0.178300254,0,0,1,0,0,1,0,1,0,0,0
1,0,1,1,0.211267606,1,0,0,1,1,0,1,0,1,0.708457711,0.162872144,0,1,0,1,0,0,0,1,0,0,1
0,1,1,0,0.084507042,1,1,0,0,0,0,1,1,1,0.769651741,0.072184399,0,1,0,1,0,0,1,0,0,0,1
1,0,1,1,0.183098592,1,1,0,0,0,0,0,0,0,0.072636816,0.040808908,0,0,1,1,0,0,0,0,0,1,0
0,0,1,1,0.830985915,1,0,0,1,1,0,1,0,0,0.723383085,0.627117471,0,1,0,0,1,0,0,0,1,0,1
0,0,1,1,0.464788732,0,0,0,0,1,1,1,0,1,0.264676617,0.164297254,1,0,0,1,0,0,0,0,1,0,0
1,0,1,0,0.690140845,1,1,1,1,0,1,1,1,0,0.898507463,0.645268867,0,1,0,0,1,0,0,0,1,0,1
0,0,1,1,0.521126761,1,1,0,0,0,0,0,0,0,0.067661692,0.109064159,0,0,1,0,0,1,0,1,0,0,0
1,0,1,1,0.971830986,1,0,1,1,1,1,0,1,0,0.555721393,0.600450035,1,0,0,0,1,0,0,1,0,0,0
1,0,1,1,0.507042254,1,1,0,1,0,0,1,0,1,0.70199005,0.383308331,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0,0.042253521,1,0,0,0,0,0,1,0,1,0.602985075,0.031617817,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1,0.830985915,1,1,1,1,0,0,0,1,1,0.746268657,0.66417609,0,1,0,1,0,0,0,0,1,0,0
0,0,1,1,0.85915493,1,0,1,0,1,1,0,1,0,0.528855721,0.515635818,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.260199005,0.002954073,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,0.492957746,1,0,1,0,1,1,1,1,1,0.606467662,0.327273252,1,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0.605633803,1,0,0,0,0,0,0,0,0,0.021393035,0.102325179,0,0,1,0,0,1,0,1,0,0,0
1,1,0,0,0.76056338,1,1,0,0,1,0,1,1,1,0.813432836,0.633567967,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,1,1,1,1,0,1,0,1,1,1,0.86318408,0.873644126,0,1,0,0,0,1,0,1,0,0,0
1,0,1,1,0.154929577,1,0,0,0,0,0,0,0,0,0.015422886,0.024324948,0,0,1,0,1,0,1,0,0,0,1
1,0,0,0,0.169014085,0,0,1,0,0,0,0,0,1,0.125373134,0.043307177,1,0,0,1,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,1,1,0.712935323,0.008204477,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,0.197183099,1,0,0,0,0,0,0,0,0,0.022885572,0.031981306,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.901408451,1,0,1,1,1,1,1,1,1,0.662686567,0.627786753,1,0,0,0,0,1,1,0,0,0,0
1,0,1,1,0.154929577,0,0,1,0,0,1,0,0,0,0.148258706,0.049151858,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,1,1,1,1,1,1,1,1,1,1,0.733830846,0.780446573,1,0,0,0,0,1,0,1,0,0,0
1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.711940299,0.749094161,1,0,0,0,0,1,0,1,0,0,0
1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.970646766,0.975963536,0,1,0,0,0,1,1,0,0,0,0
0,0,0,1,0.718309859,1,1,1,1,0,1,1,1,1,0.665671642,0.512699054,1,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0.014084507,1,1,0,0,0,0,0,0,0,0.065671642,0.004984999,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,0.056338028,1,0,1,0,0,1,1,0,1,0.458706468,0.038524117,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0.943661972,1,0,0,0,0,0,0,0,0,0.02238806,0.162254789,0,0,1,0,0,1,0,1,0,0,0
1,0,0,1,0.85915493,1,1,0,0,1,0,1,1,1,0.814925373,0.737924071,0,1,0,0,1,0,0,0,1,0,1
0,0,0,0,1,1,1,1,1,0,1,1,1,0,0.674626866,0.725923148,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.323880597,0.003692592,1,0,0,1,0,0,0,0,1,0,1
1,0,1,0,0.915492958,1,1,1,1,0,1,0,0,0,0.7039801,0.678490653,0,1,0,0,1,0,0,0,1,0,0
0,0,1,1,1,0,0,1,1,1,1,1,1,1,0.46318408,0.542459035,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0.352112676,1,0,0,0,0,0,0,0,0,0.015422886,0.050600046,0,0,1,0,1,0,0,1,0,0,0
0,0,1,1,0.887323944,1,1,1,0,1,0,0,1,0,0.747761194,0.66968613,0,1,0,0,0,1,1,0,0,0,0
0,1,1,0,0.267605634,1,0,0,1,0,0,0,0,1,0.551243781,0.166708978,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.028169014,1,0,0,1,0,0,1,1,1,0.764676617,0.033302562,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.295774648,1,1,0,0,0,0,1,1,1,0.760199005,0.240681976,0,1,0,1,0,0,0,1,0,0,1
0,0,1,0,0.042253521,1,0,0,0,1,1,0,0,1,0.62039801,0.034658435,0,1,0,1,0,0,0,0,0,1,1
0,0,1,0,0.85915493,0,0,0,0,0,1,1,0,1,0.206467662,0.26755712,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0.056338028,1,0,0,0,0,0,0,0,1,0.02238806,0.009866144,0,0,1,1,0,0,0,0,0,1,0
0,0,1,0,0.816901408,1,1,0,0,0,0,0,1,0,0.669651741,0.58456612,0,1,0,0,1,0,0,0,1,0,1
0,0,0,1,0.028169014,1,1,0,0,0,0,0,0,1,0.081094527,0.011822063,0,0,1,0,0,1,0,0,0,1,0
1,0,1,0,1,1,1,1,0,1,1,1,0,1,0.795522388,0.807419802,0,1,0,0,0,1,1,0,0,0,0
0,0,1,1,0.788732394,1,0,0,1,1,0,1,1,1,0.789054726,0.643803369,0,1,0,0,1,0,0,1,0,0,0
0,0,0,1,0.915492958,1,0,0,0,0,0,0,0,0,0.016915423,0.144276483,0,0,1,0,0,1,0,1,0,0,0
1,0,0,0,0.830985915,0,0,0,1,0,0,1,1,1,0.323880597,0.347172859,1,0,0,1,0,0,0,0,1,0,1
0,0,0,1,0.61971831,1,1,0,0,1,0,1,1,0,0.810447761,0.532604431,0,1,0,0,0,1,1,0,0,0,0
1,0,0,0,0.028169014,0,0,0,0,0,0,1,0,1,0.164676617,0.010979691,1,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0.197183099,1,0,1,0,1,1,1,1,0,0.864179104,0.180469652,0,1,0,1,0,0,0,0,1,0,1
1,0,0,1,0.704225352,0,0,1,0,1,1,1,1,0,0.416915423,0.352896377,1,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0.830985915,1,1,1,0,1,1,0,0,0,0.462686567,0.463962613,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0.450704225,1,1,0,1,0,0,0,0,1,0.362189055,0.189983845,1,0,0,1,0,0,1,0,0,0,0
0,0,0,0,0.126760563,1,0,1,1,1,1,1,1,1,0.913930348,0.118220632,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,0.352112676,1,0,0,0,0,0,0,0,0,0.010447761,0.056012001,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0.070422535,1,0,0,0,1,0,0,1,0,0.653233831,0.055244634,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0.929577465,1,1,1,0,1,1,1,1,1,0.925373134,0.864626125,0,1,0,0,1,0,0,0,1,0,0
1,0,1,1,0.676056338,0,0,1,0,0,1,0,0,1,0.174626866,0.203461805,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.017910448,0.000144242,0,0,1,1,0,0,0,0,0,1,0
1,1,0,0,0.084507042,1,0,0,0,1,0,1,0,1,0.657711443,0.068180245,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0,0.366197183,1,1,1,1,1,0,1,1,1,0.917910448,0.327579045,0,1,0,0,1,0,1,0,0,0,0
0,0,1,1,0.507042254,1,0,0,0,0,0,1,1,0,0.725870647,0.372576737,0,1,0,0,1,0,0,1,0,0,0
1,0,1,1,0.873239437,1,1,1,1,1,0,1,0,1,0.818905473,0.715041542,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1,0.422535211,1,1,1,0,1,1,0,0,0,0.706965174,0.32358643,0,1,0,1,0,0,0,0,1,0,0
0,0,1,1,0.690140845,1,1,0,1,1,0,1,1,1,0.851741294,0.576863605,0,1,0,1,0,0,1,0,0,0,1
0,1,0,0,0.436619718,1,1,0,0,1,0,0,0,1,0.625373134,0.300075006,0,1,0,1,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06318408,0.000669282,1,0,0,1,0,0,0,0,1,0,1
1,0,1,0,0.873239437,1,1,0,0,0,1,0,0,1,0.626368159,0.570770829,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0.408450704,1,1,1,1,0,0,0,1,1,0.756716418,0.307050542,0,1,0,1,0,0,0,1,0,0,0
0,0,1,0,0.985915493,1,1,1,1,1,1,1,1,1,0.973631841,0.956813986,0,1,0,0,0,1,1,0,0,0,0
1,0,0,0,0.732394366,1,1,0,1,1,0,1,1,0,0.868656716,0.653525271,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,0.154929577,1,0,1,0,0,1,1,1,1,0.802487562,0.127180937,0,1,0,1,0,0,1,0,0,0,1
0,0,1,0,0.690140845,1,1,1,1,0,0,0,1,1,0.757711443,0.564978075,0,1,0,1,0,0,0,1,0,0,0
1,0,0,0,0.014084507,1,0,0,0,0,0,0,0,0,0.012437811,0.001009693,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,0.112676056,1,1,0,0,1,0,1,1,0,0.796517413,0.104396492,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0,0.225352113,1,0,1,0,0,0,1,1,0,0.752238806,0.185420032,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0.774647887,1,0,1,1,1,0,1,1,1,0.869154229,0.698113316,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,0.929577465,1,0,1,1,1,0,1,1,0,0.627860697,0.620793907,1,0,0,0,0,1,0,1,0,0,0
0,1,0,0,0.112676056,1,1,0,0,1,0,1,1,1,0.81840796,0.103831064,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.042253521,1,0,0,0,0,0,1,0,1,0.37960199,0.024930764,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0.253521127,1,0,0,1,0,1,0,1,1,0.468656716,0.139978075,1,0,0,0,1,0,1,0,0,0,0
1,0,0,1,0.098591549,1,0,0,0,0,0,0,0,0,0.016915423,0.01755135,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,0.985915493,1,1,0,1,1,1,1,1,1,0.925373134,0.91914955,0,1,0,0,0,1,0,0,1,0,0
0,1,0,0,0.126760563,1,0,0,1,0,0,0,0,1,0.543283582,0.07729633,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0,0.197183099,1,1,0,1,0,0,1,0,0,0.7039801,0.146492038,0,1,0,1,0,0,0,1,0,0,0
0,0,1,1,1,1,1,1,0,1,0,1,1,1,0.874129353,0.903496423,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,0.154929577,1,0,0,0,0,0,0,0,0,0.017910448,0.028640665,0,0,1,0,1,0,0,1,0,0,0
0,0,1,1,1,1,1,0,0,0,0,0,0,1,0.069154229,0.205411955,0,0,1,0,0,1,1,0,0,0,0
0,1,1,0,0,1,1,0,0,0,0,0,0,1,0.550248756,0.006317794,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0,0.309859155,1,0,1,0,0,0,0,0,1,0.568656716,0.187485576,0,1,0,1,0,0,1,0,0,0,0
0,0,0,0,1,0,0,1,1,1,1,1,1,1,0.470646766,0.552579045,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0.352112676,1,1,0,0,1,0,0,0,1,0.621393035,0.25088853,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,0.281690141,1,0,0,1,1,1,1,1,1,0.858706468,0.256242788,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,0.830985915,1,1,0,0,0,0,0,0,0,0.058706468,0.171601662,0,0,1,0,1,0,1,0,0,0,0
0,0,0,0,0.154929577,1,0,0,0,0,0,0,0,0,0.021890547,0.02729633,0,0,1,1,0,0,0,0,0,1,0
0,0,1,0,0.211267606,1,1,0,0,0,0,0,0,1,0.568656716,0.135079622,0,1,0,1,0,0,0,0,1,0,0
1,0,1,0,0.873239437,1,1,1,1,0,0,1,1,1,0.611442786,0.550121163,1,0,0,0,1,0,0,1,0,0,0
